,Product,fuel,odometer,paint_color,title_status,transmission,condition,engine_displaement,type,VIN,Price_x,year_x,City_x,Brand
61,1997 BMW 1200 RT,gas,24000,blue,clean,manual,excellent,1200,touring,,12995,1997,austin,bmw
62,1997 Harley FLHRI Road King,gas,11945,black,clean,manual,excellent,1340,cruiser,1HD1FBR17VY600418,8000,1997,austin,harley
63,1997 Harley Fat Boy Low Miles,gas,13000,black,clean,manual,,1340,,,11500,1997,corpuschristi,harley
64,1997 Honda gold wing,gas,122084,white,clean,manual,good,1500,touring,,2500,1997,austin,honda
65,1997 KTM 250 EXC,gas,1000,,,manual,excellent,,,,5500,1997,dallas,ktm
66,1997 Kawasaki Ninja ZX-6R,gas,15500,red,clean,manual,good,600,sport bike,,3500,1997,dallas,kawasaki
67,1997 Road King,gas,33000,black,clean,manual,good,1340,touring,,8250,1997,houston,road
68,1998 Harley Davidson Dyna low Rider,gas,39000,,,manual,like new,,,,8000,1998,corpuschristi,harley
69,1998 Harley Davidson Softail Custom,gas,14700,black,clean,other,good,1485,other,,9200,1998,houston,harley
70,1998 Honda Tour,gas,18000,black,clean,manual,excellent,1100,cruiser,,4600,1998,dallas,honda
71,1998 Honda Valkyrie F6 Nice,gas,22995,black,clean,manual,excellent,1500,cruiser,,4900,1998,houston,honda
72,"1998 KTM 300 EXC, not running",gas,10000,orange,missing,manual,,300,dirtbike,VBKEXK202WM409627,1000,1998,austin,ktm
73,1998 Kawasaki Kx125,gas,2500,,,manual,,,,,2500,1998,beaumont,kawasaki
74,1998 Suzuki GSXR 750 SRAD,gas,24463,silver,clean,manual,good,750,sport bike,,4000,1998,houston,suzuki
75,1998 Suzuki RMX250,gas,250,,,manual,excellent,250,dirtbike,,3250,1998,dallas,suzuki
76,1998 YAMAHA,gas,22500,red,clean,manual,excellent,1100,sport touring,,3650,1998,mcallen,yamaha
77,1998 kawasaki Vulcan VN800 classic,gas,39029,,,manual,,,,,1500,1998,houston,kawasaki
78,1999 *Harley-Davidson* *Road* *King* *Classic* *FUEL* INJECTED,other,40470,black,clean,manual,,,,1HD1FRW12XY625548,6991,1999,abilene,harleydavidson
79,1999 HD FXDWG,gas,67947,,clean,manual,good,1500,cruiser,1HD1GEV37XY308583,6500,1999,amarillo,hd
80,1999 Harley Fat Boy,gas,28000,black,clean,manual,like new,1400,cruiser,,7500,1999,beaumont,harley
81,1999 Harley-Davidson Dyna Wide Gide,gas,41040,black,clean,manual,excellent,,cruiser,,5495,1999,dallas,harleydavidson
82,1999 Kawasaki KLX 300,gas,0,,,manual,good,300,dual-sport,,2400,1999,dallas,kawasaki
83,1999 Kawasaki ZRX1100,gas,13500,green,clean,manual,excellent,1100,sport bike,,6500,1999,dallas,kawasaki
84,1999 Suzuki Intruder 1500,gas,37000,black,clean,manual,good,1500,standard,,3200,1999,waco,suzuki
85,1999 honda goldwing,gas,53000,black,clean,manual,good,1500,,,5000,1999,sanantonio,honda
86,2000 BMW R1150GS,gas,37000,yellow,clean,manual,like new,1150,dual-sport,,6500,2000,corpuschristi,bmw
87,2000 Custom Harley Davidson Duece (FXSTD),gas,18567,custom,clean,manual,excellent,1450,cruiser,,9500,2000,dallas,custom
88,2000 Harley Davidson Dyna Low Rider,gas,6000,,clean,manual,good,,cruiser,,8000,2000,houston,harley
89,2000 Harley Davidson FXD,gas,8574,red,clean,manual,excellent,88,cruiser,,5500,2000,sanantonio,harley
90,2000 Honda gold wing,gas,3054,,clean,manual,excellent,,sport bike,MH3RH06Y6FK007918,9500,2000,dallas,honda
91,2000 KAWASAKI VULCAN 1500 NOMAD FI,gas,26266,red,clean,other,,,,JKBVNAL17YA000249,4950,2000,austin,kawasaki
92,2000 Kawasaki Ninja $2000 OBO,gas,29300,red,clean,manual,good,250,sport bike,,2000,2000,beaumont,kawasaki
93,2000 Kawasaki Ninja ZX12R,gas,37000,orange,clean,manual,excellent,1200,sport bike,,4800,2000,dallas,kawasaki
94,2000 Nighthawk 750,gas,11600,,,manual,,,,,3300,2000,austin,nighthawk
95,2000 SUZUKI INTRUDER 1500cc,gas,0,black,clean,manual,good,1500,cruiser,,2999,2000,corpuschristi,suzuki
96,2000 Yamaha 1100 Custom,gas,60000,white,clean,manual,good,1100,cruiser,JYAVP11E5YA004158,1250,2000,austin,yamaha
97,2000 Yamaha V Star Classic,gas,20595,red,clean,manual,excellent,650,cruiser,,2500,2000,houston,yamaha
98,2000 Yamaha XV1600 Road Star,Unknown,13800,red,clean,other,,,,JYAVP02E4YA007982,4499,2000,dallas,yamaha
99,2001 FLHRCI Road King,gas,30685,red,clean,manual,excellent,1450,touring,1HD1FRW181Y64XXXX,6995,2001,beaumont,flhrci
100,2001 Harley Davidson Road King Classic,other,49821,red,clean,other,,,,,9900,2001,dallas,harley
101,2001 Harley-Davidson Sportster 883,gas,20000,white,clean,manual,excellent,883,cruiser,,4000,2001,austin,harleydavidson
102,2001 Harley-Davidson Ultra Classic w/Sidecar SKU:M0232,Unknown,69134,blue,clean,other,,,,,24980,2001,dallas,harleydavidson
103,2001 Honda 750 ace bobber,gas,10000,black,salvage,manual,good,,bobber,,3250,2001,dallas,honda
104,2001 Honda Valkyrie 1500 F6,gas,12690,black,,manual,excellent,,,,6500,2001,amarillo,honda
105,2001 Triumph Tiger 955i,hybrid,24000,,,automatic,good,,,,2495,2001,beaumont,triumph
106,2001 XR80R,gas,1000,,,manual,good,80,dirtbike,,1500,2001,austin,xr80r
107,2001 Yamaha FZ1,Unknown,21772,blue,clean,other,,,,,3490,2001,easttexas,yamaha
108,2001 Yamaha Road Star Bagger,gas,20000,,clean,manual,like new,1600,touring,,4195,2001,abilene,yamaha
109,2001 Yamaha XVS 1100,gas,33000,black,clean,manual,excellent,1100,cruiser,,3000,2001,austin,yamaha
110,2001 kawasaki Vulcan 800,gas,24000,red,clean,manual,like new,,cruiser,,7800,2001,dallas,kawasaki
111,2002 BMW R1150 RT Motorcycle,gas,120000,,,manual,excellent,,sport touring,,3700,2002,austin,bmw
112,2002 HONDA CBR11,gas,40456,black,clean,manual,good,1100,sport bike,JH2SC35002M500365,4500,2002,amarillo,honda
113,2002 Harley Davidson Fatboy,gas,27010,,,manual,,,,,6500,2002,easttexas,harley
114,2002 Harley Davidson Heritage Softail,gas,43353,black,clean,manual,excellent,,cruiser,,6500,2002,houston,harley
115,2002 Harley Davidson Night Train,gas,19335,,,manual,,,,,10000,2002,sanantonio,harley
116,2002 Harley Dyna Low Rider Custom,gas,24500,red,clean,manual,excellent,1449,cruiser,,6900,2002,houston,harley
117,2002 Honda vtx1800,gas,41000,,clean,manual,,,touring,,4000,2002,amarillo,honda
118,2002 cr250r,other,100000,black,,manual,like new,250,dirtbike,,3600,2002,dallas,cr250r
119,2002 harley davidson sportster,gas,22000,custom,clean,manual,excellent,1200,cruiser,,4000,2002,corpuschristi,harley
120,2003 *Harley-Davidson* *FLHRSEI* *Screamin'* *Egl* *Rd*,other,41380,,clean,manual,,,,1HD1PGE123Y954036,11752,2003,abilene,harleydavidson
121,2003 *Harley-Davidson* *Heritage* *Softail* *Classic* *FLSTI*,other,52958,black,clean,manual,,,,1HD1BWB193Y105549,7991,2003,abilene,harleydavidson
122,2003 Dyna Wide Glide Harley-Davidson,gas,28000,black,clean,manual,excellent,1400,cruiser,,5000,2003,dallas,dyna
123,2003 Harley Davidson,gas,26425,,clean,other,,,,1HD1BHY3X3Y017341,15,2003,mcallen,harley
124,2003 Harley Davidson Electra glide,gas,42000,,,automatic,good,,,,5000,2003,houston,harley
125,2003 Harley Davidson Roadking,gas,10149,red,clean,manual,excellent,88,touring,,12000,2003,houston,harley
126,2003 Harley Davidson Ultra-Classic,gas,25343,black,clean,manual,excellent,1450,touring,1HD1FCW133Y638204,9800,2003,dallas,harley
127,2003 Harley Davidson XLH 883 Custom,gas,30000,blue,clean,manual,good,883,sport touring,,5000,2003,dallas,harley
128,2003 Harley Davidson heritage Softail classic,gas,30,black,clean,manual,good,1400,cruiser,,6500,2003,sanantonio,harley
129,2003 Harley Road King,gas,21000,,clean,manual,,135,,,25000,2003,houston,harley
130,2003 Harley electric glide 100 year anniversary addition,gas,10000,silver,salvage,manual,good,,cruiser,,7000,2003,dallas,harley
131,2003 Harley-Davidson FXST,gas,26425,,clean,other,,,,1HD1BHY3X3Y017341,9332,2003,corpuschristi,harleydavidson
132,2003 Honda CR 125 (2 Stroke),gas,Unknown,,,manual,excellent,125,dirtbike,,3000,2003,brownsville,honda
133,2003 Honda VFR800 Interceptor,gas,19547,red,clean,manual,excellent,800,sport touring,,4500,2003,austin,honda
134,2003 Kawasaki EX250 Ninja,gas,25000,yellow,clean,manual,excellent,250,sport bike,,2250,2003,austin,kawasaki
135,2003 Night Train Anniversary,gas,26400,black,lien,manual,good,,,,6000,2003,dallas,night
136,2003 Suzuki 800 Maurader,gas,8600,grey,clean,manual,excellent,800,cruiser,,3000,2003,mcallen,suzuki
137,2003 Suzuki INTRUDER VL1500 COBRA pipes (theft recovery),gas,odometer broken,,,manual,,,,,950,2003,sanantonio,suzuki
138,2003 Suzuki intruder,gas,44000,black,clean,manual,like new,,cruiser,,4000,2003,dallas,suzuki
139,2003 TTR 125,gas,500,,,manual,,,,,1700,2003,austin,ttr
140,2003 Victory V92TC,gas,43000,red,clean,manual,good,1500,cruiser,,5000,2003,austin,victory
141,2003 harley davidson ultra   anniversary,gas,40000,silver,clean,manual,excellent,96,cruiser,,8500,2003,houston,harley
142,2003 honda VTX 1300,gas,7786,,clean,manual,excellent,,sport bike,JKBZXNH10HA004901,3100,2003,dallas,honda
143,2003 kawasaki ZRX 1200R,gas,15000,blue,clean,manual,like new,1200,sport bike,,6800,2003,dallas,kawasaki
144,2003 road king anniversary edition,gas,27000,,,manual,,,,,8000,2003,austin,road
145,2003 vtx 1800C,gas,42054,black,clean,manual,excellent,1800,cruiser,,5000,2003,houston,vtx
146,2004 Big Dog Motorcycles Mastiff,gas,27522,black,clean,other,,,,5J11MBJ174W000205,9950,2004,sanantonio,big
147,2004 HARLEY DAVIDSON HERITAGE SOFTAIL CLASSIC FLSTI,gas,31711,white,clean,manual,good,1449,cruiser,1HD1BWB104Y031228,10000,2004,dallas,harley
148,2004 HARLEY DAVIDSON ULTRA CLASSIC ELECTRA GLIDE FLHTCUI,gas,30880,red,clean,manual,good,1449,touring,1HD1FCW154Y628145,9500,2004,houston,harley
149,2004 Harley Davidson Road King Custom,gas,17900,black,clean,manual,excellent,1450,cruiser,1HD1FYW134Y725213,6800,2004,austin,harley
150,2004 Harley Davidson Road King FLHRCI,gas,47689,black,clean,manual,,,cruiser,,6800,2004,corpuschristi,harley
151,2004 Harley Davidson Softail Bagger,gas,37887,red,clean,manual,excellent,1442,touring,1HD1BMY354Y048619,8100,2004,sanantonio,harley
152,2004 Harley FXDI Dyna Super Glide®,gas,13200,black,clean,manual,excellent,1449,touring,,7999,2004,houston,harley
153,2004 Harley Softail Deuce CVO,gas,20000,,,manual,,,,,15000,2004,austin,harley
154,2004 Harley-Davidson Fat Boy FLSTFI,gas,27310,red,clean,manual,excellent,,cruiser,,7000,2004,dallas,harleydavidson
155,2004 Harley-Davidson® FLSTFI - Softail® Fat Boy®,gas,27310,red,clean,manual,excellent,,cruiser,,7996,2004,dallas,harleydavidson
156,2004 Honda CR250X,gas,100,red,,manual,excellent,250,dirtbike,,3199,2004,dallas,honda
157,2004 Honda VFR800,gas,12500,red,clean,manual,excellent,,sport touring,,4500,2004,dallas,honda
158,2004 Honda VTX1300C4,gas,8194,black,clean,manual,good,1300,cruiser,1HFSC55024A009200,3600,2004,beaumont,honda
159,2004 Kawasaki KDX 220r,gas,999,green,clean,manual,excellent,220,dirtbike,,4950,2004,dallas,kawasaki
160,2004 Kawasaki Ninja 636 cc,gas,33186,blue,clean,manual,good,636,sport bike,JKBZXJB114A026224,3500,2004,dallas,kawasaki
161,2004 Ninja ZX12R,gas,10420,blue,clean,manual,,1200,sport bike,,5400,2004,corpuschristi,ninja
162,2004 Suzuki GZ 250,gas,7200,black,clean,manual,good,250,cruiser,,1250,2004,dallas,suzuki
163,2004 Yamaha FJR 1300,gas,50000,silver,clean,manual,good,1300,sport touring,,5000,2004,dallas,yamaha
164,2004 Yamaha Royal Star Midnight Venture,gas,30000,black,clean,manual,excellent,,touring,,6950,2004,houston,yamaha
165,2004 Yamaha XVS1100 1100,gas,16000,silver,rebuilt,automatic,good,Unknown,,JYAVP11E64A052472,3995,2004,dallas,yamaha
166,2004 harley davidson electra glide ultra classic,gas,34000,blue,clean,manual,excellent,,touring,,8300,2004,sanantonio,harley
167,2005 *Harley-Davidson* *Dyna* *Wide* *Glide* *FXDWGI*,other,39329,,clean,manual,,,,1HD1GPW195K300302,6782,2005,abilene,harleydavidson
168,2005 BIG DOG BULLDOG SOFTAIL CHOPPER,gas,10800,custom,clean,manual,excellent,117,chopper,,10500,2005,houston,big
169,2005 HD Softail Deluxe,gas,24000,custom,clean,manual,excellent,1450,touring,1HD1JDB125Y052784,7750,2005,dallas,hd
170,2005 HD VRSCSE Screamin Eagle,gas,1517,red,clean,manual,like new,1250,sport touring,,15000,2005,beaumont,hd
171,2005 Harley 1200 Custom,gas,18000,,clean,manual,,,,,4000,2005,dallas,harley
172,2005 Harley Davidson,gas,3600,black,clean,manual,excellent,88,sport touring,,6800,2005,austin,harley
173,2005 Harley Davidson FLHTCUI,gas,57028,,,manual,excellent,,,,15000,2005,amarillo,harley
174,2005 Harley Davidson Softtail Springer,gas,18438,blue,clean,manual,excellent,,other,,10000,2005,austin,harley
175,2005 Harley Davidson Ultra Classic,gas,36862,,,manual,excellent,,touring,,6500,2005,corpuschristi,harley
176,2005 Harley-Davidson Dyna Super Glide Custom FXDC,gas,41308,red,clean,manual,,,,1HD1GTV105K330444,9599,2005,corpuschristi,harleydavidson
177,2005 Harley-Davidson Ultra Classic w/sidecar SKU:M0204,gas,7235,red,clean,manual,,,,,32980,2005,dallas,harleydavidson
178,2005 Honda CRF50,gas,1000,,,automatic,,,,,1300,2005,austin,honda
179,2005 Honda Gold Wing California Sidecar Trike,Unknown,24155,silver,clean,manual,,,,1HFSC47065A413724,23999,2005,amarillo,honda
180,2005 Honda VTX 1800,gas,20800,green,clean,manual,like new,1800,cruiser,,6500,2005,brownsville,honda
181,2005 Kawasaki Concours ZG1000,gas,22498,,clean,manual,excellent,1000,sport touring,,3200,2005,austin,kawasaki
182,2005 R6 (NO TITLE),gas,20781,black,missing,manual,good,600,sport bike,,3000,2005,dallas,r6
183,2005 Softail Deluxe,gas,15940,,clean,manual,excellent,1440,cruiser,,9500,2005,amarillo,softail
184,2005 Suzuki 800 Boulavard,gas,14000,blue,clean,manual,excellent,800,cruiser,,3500,2005,houston,suzuki
185,2005 Suzuki Boulevard M50,gas,8850,black,clean,manual,excellent,805,cruiser,,1500,2005,houston,suzuki
186,2005 Suzuki V-Strom 1000 Suzuki V-Strom 1000,Unknown,19404,blue,clean,manual,,,,JS1VT53A252101528,5999,2005,amarillo,suzuki
187,2005 Yamaha 1100 Vstar,gas,7868,,clean,manual,excellent,,cruiser,,5999,2005,houston,yamaha
188,2005 Yamaha Road Star 1700,gas,23000,red,clean,manual,excellent,1700,,,4500,2005,austin,yamaha
189,2005 Yamaha V Star,gas,35485,,,manual,,650,,,995,2005,easttexas,yamaha
190,2005 Yamaha V-Star 650,gas,9800,,,manual,,,,,3000,2005,houston,yamaha
191,2005 Yamaha VStar 650 For Sale,gas,6667,,,manual,,,,,3500,2005,dallas,yamaha
192,2005 Yamaha YZFR6 YZFR 6 YZFR-6 YZF R6 YZF-R6  FOR ONLY,gas,16587,,clean,manual,excellent,,standard,JYARJ06Y55A004902,5399,2005,dallas,yamaha
193,2005 harley davidson 883,gas,22000,silver,clean,manual,excellent,883,,,3500,2005,dallas,harley
194,2005 susuki Gxr,gas,35000,white,,automatic,excellent,,sport bike,,3900,2005,dallas,susuki
195,2005 ultra classic Harley,gas,36862,,,manual,excellent,,touring,,7500,2005,sanantonio,ultra
196,2005 yamaha r6,gas,8192,,clean,manual,excellent,,sport bike,JYARJ28E7KA005379,7000,2005,dallas,yamaha
197,2006 CBR 600RR,gas,9945,black,clean,manual,like new,,sport bike,,4999,2006,dallas,cbr
198,2006 Dyna Wide Glide FXDWG,gas,15347,white,clean,manual,excellent,1450,cruiser,1HD1GP1126K332XXX,7999,2006,beaumont,dyna
199,2006 HARLEY DAVIDSON ULTRA CLASSIC ELECTRAGLIDE FLHTCUI,gas,37126,black,clean,manual,good,,street,1HD1FCW196Y650510,9500,2006,dallas,harley
200,2006 HD Deluxe Softtail,gas,12500,custom,clean,manual,like new,1450,cruiser,,9000,2006,dallas,hd
201,2006 HD FXDL Dyna Low Rider,gas,15969,black,clean,manual,excellent,1556,sport bike,1HD1GN1126K332988,7500,2006,houston,hd
202,2006 HD Fat Boy CVO Screaming Eagle,gas,6457,custom,,manual,excellent,,cruiser,,9750,2006,dallas,hd
203,2006 HONDA DFT GOLDWING TRIKE Honda DFT GOLDWING TRIKE,Unknown,74221,custom,clean,other,,,,1HFSC47F66A512999,19999,2006,abilene,honda
204,2006 Harley Davidson XL Sportster 1200 Custom Bobber,gas,14050,custom,clean,manual,like new,1200,bobber,,5000,2006,dallas,harley
205,2006 Harley-Davidson Electra Glide,gas,54021,black,clean,manual,good,,cruiser,1HD1FCW166Y606206,6795,2006,dallas,harleydavidson
206,2006 Honda Goldwing 1800,gas,12002,,,manual,,,,,13500,2006,dallas,honda
207,2006 Honda Goldwing 1800 Navigation & More!,gas,74344,silver,clean,manual,excellent,1832,touring,1HFSC47H06A508688,9995,2006,corpuschristi,honda
208,2006 Honda ST1300 Pan European,gas,75000,black,clean,manual,good,1261,sport touring,JH2SC51066M401184,3900,2006,austin,honda
209,2006 Honda Shadow Aero,gas,13000,orange,clean,automatic,excellent,750,cruiser,,4000,2006,houston,honda
210,2006 Honda VTX 1300 R Honda VTX 1300 R,Unknown,37350,custom,clean,manual,,,,1HFSC52606A303657,5999,2006,abilene,honda
211,2006 Honda VTX 1800,gas,35000,,,manual,excellent,1800,cruiser,,6000,2006,austin,honda
212,2006 Honda shadow aero VT750C,gas,111111,,,manual,good,,chopper,,3800,2006,corpuschristi,honda
213,2006 Honda® VTX 1300 R,Unknown,37350,custom,clean,manual,,,,1HFSC52606A303657,4499,2006,dallas,honda
214,2006 Kawasaki Ninja ZX-6R,gas,30000,black,clean,manual,good,600,sport bike,,4000,2006,dallas,kawasaki
215,2006 Kawasaki Ninja® ZX-6R,gas,32689,blue,clean,other,,,,JKBZXJC106A034090,4996,2006,austin,kawasaki
216,2006 Kawasaki ninja 650,gas,10000,,,manual,,,,,3500,2006,beaumont,kawasaki
217,2006 Suzuki Cruiser Boulevard C50,gas,11716,silver,clean,manual,excellent,820,cruiser,,4200,2006,dallas,suzuki
218,2006 Suzuki GSXR 750,gas,15000,white,missing,manual,fair,750,sport bike,JS1GR7KA062100738,5650,2006,dallas,suzuki
219,2006 Suzuki Hayabusa,gas,13000,,,manual,,,,,8300,2006,dallas,suzuki
220,2006 Suzuki VZR-1800,gas,11,,,manual,,,,,3500,2006,dallas,suzuki
221,2006 Victory Vegas with apes,gas,14000,,clean,manual,,,cruiser,,5000,2006,waco,victory
222,2006 YAMAHA STRATOLINER,gas,23000,red,clean,manual,good,,cruiser,,5800,2006,easttexas,yamaha
223,2006 Yamaha,,1959,,,,good,,,,2700,2006,austin,yamaha
224,2006 Yamaha Road Star,gas,17225,silver,clean,manual,excellent,1700,cruiser,,4750,2006,houston,yamaha
225,2006 and 2004 Honda ST1300,gas,110049,black,clean,manual,salvage,1300,sport touring,,1600,2006,dallas,and
226,2006 gsxr 750,gas,15000,white,missing,manual,fair,750,sport bike,JS1GR7KA062100738,2500,2006,dallas,gsxr
227,2007 CRF450R,gas,10000,,,manual,,,,,3550,2007,austin,crf450r
228,2007 Electra glide ultra classic,gas,10500,black,clean,manual,like new,1584,touring,,8000,2007,sanantonio,electra
229,2007 FXDB Dyna Street Bob,gas,14000,black,clean,manual,excellent,,,,7100,2007,dallas,fxdb
230,2007 FXSTD Softail Standard,gas,5062,black,clean,manual,like new,96,sport touring,,8700,2007,austin,fxstd
231,2007 HARLEY DAVIDSON HERITAGE,gas,6000,black,clean,manual,like new,1650,,,8950,2007,houston,harley
232,2007 HD 883 sportster,gas,28700,black,clean,manual,excellent,,standard,,5300,2007,amarillo,hd
233,2007 Harley Davidson Dyna Super Glide,gas,9023,black,clean,manual,good,1573,cruiser,,9000,2007,austin,harley
234,2007 Harley Davidson FLHX Street Glide,gas,34400,,clean,manual,excellent,96,sport touring,,8000,2007,austin,harley
235,2007 Harley Davidson Night Train,gas,6900,black,clean,manual,excellent,1584,cruiser,,10000,2007,houston,harley
236,2007 Harley Davidson Sportster 1200 Custom,gas,18000,,clean,manual,good,,cruiser,,4200,2007,austin,harley
237,2007 Harley Davidson Street Glide,gas,43000,black,clean,manual,excellent,1584,touring,,10900,2007,houston,harley
238,2007 Harley FLHTCU,gas,36635,,,manual,good,,touring,,9500,2007,dallas,harley
239,2007 Harley Heritage Classic,gas,16049,black,clean,manual,like new,,cruiser,,9000,2007,dallas,harley
240,2007 Harley Nightster,gas,11418,,clean,manual,good,1200,cruiser,,6500,2007,dallas,harley
241,2007 Harley Sportster,gas,12,,,manual,,,,,4499,2007,dallas,harley
242,2007 Harley Sportster 1200cc..Very nice..,gas,12,,,manual,,,,,7000,2007,dallas,harley
243,2007 Harley-Davidson FLSTC Heritage Softail Classic,gas,7385,custom,clean,manual,like new,1584,touring,,10000,2007,corpuschristi,harleydavidson
244,2007 Harley-Davidson Fat Boy,gas,18400,black,clean,manual,excellent,,cruiser,1HD1BX5197Y054593,8695,2007,dallas,harleydavidson
245,2007 Honda CBR 600RR 600 RR 600-RR for $148/mo a month!,gas,13920,,clean,manual,excellent,,sport bike,JH2PC400X7M010641,7195,2007,dallas,honda
246,2007 Honda CBR1000RR CBR 1000 RR CBR-1000-RR  FOR ONLY,gas,32934,,clean,automatic,excellent,,standard,JH2SC57127M300533,5495,2007,dallas,honda
247,2007 Honda CRF150 F,gas,1000,red,clean,manual,excellent,,dirtbike,,1695,2007,corpuschristi,honda
248,2007 Honda Motorcycle,gas,7442,,,automatic,like new,,other,,5000,2007,mcallen,honda
249,2007 Honda Shadow 750,gas,5255,black,clean,manual,good,750,cruiser,,4000,2007,dallas,honda
250,2007 Honda Shadow Aero For Sale or Trade,gas,2750,black,clean,manual,like new,750,,,4250,2007,houston,honda
251,2007 Honda Touring GL18HPN GOLDWING TRIKE Audio Comfort Navi,gas,27433,black,clean,manual,like new,1800,trike,,10900,2007,houston,honda
252,2007 Honda VTX,gas,28000,black,clean,manual,good,1300,cruiser,,4500,2007,easttexas,honda
253,2007 Honda VTX 1300,gas,20000,black,clean,manual,excellent,,cruiser,,4500,2007,houston,honda
254,2007 Honda crx250,gas,200,red,clean,manual,good,,dirtbike,,1800,2007,abilene,honda
255,2007 KX250F,gas,10,,,manual,excellent,,,,2900,2007,austin,kx250f
256,2007 Kawasaki Eliminator 125,gas,5400,silver,clean,manual,good,125,cruiser,,1100,2007,dallas,kawasaki
257,2007 Moto Guzzi Nevada Classic,gas,15127,red,clean,manual,excellent,750,cruiser,,4800,2007,sanantonio,moto
258,2007 RM125,gas,odometer broken,,,manual,like new,,,,5000,2007,beaumont,rm125
259,2007 Suzuki Bandit 1250,gas,13170,red,clean,manual,fair,1250,sport touring,,2900,2007,dallas,suzuki
260,2007 Suzuki DL1000 VSTROM,gas,11139,black,clean,manual,excellent,1000,dual-sport,,4500,2007,dallas,suzuki
261,2007 Suzuki DRZ400S Supermoto,gas,5200,,missing,manual,,,,,4000,2007,austin,suzuki
262,2007 Suzuki GSXR600 GSXR 600 GSXR-600 GSX R600 GSX-R600,gas,23765,,clean,manual,excellent,,sport bike,JS1GN7DA072101575,6799,2007,dallas,suzuki
263,2007 Suzuki Hayabusa,gas,18000,,,manual,excellent,,,,7500,2007,dallas,suzuki
264,2007 Vulcan Nomad 1600,gas,62000,black,clean,manual,good,1600,,,4000,2007,waco,vulcan
265,2007 XL1200N Nightster,gas,15000,black,clean,manual,excellent,1200,bobber,,5000,2007,dallas,xl1200n
266,2007 Yamaha FZ1,gas,26000,,,manual,,,,,5486,2007,dallas,yamaha
267,2007 Yamaha Majesty 400cc,diesel,15000,blue,clean,automatic,good,,,,2800,2007,sanantonio,yamaha
268,2007 Yamaha Majesty 400cc touring,diesel,15000,blue,clean,automatic,good,,,,2800,2007,corpuschristi,yamaha
269,2007 Yamaha R1,gas,3865,red,clean,manual,like new,1000,sport bike,,9500,2007,dallas,yamaha
270,2007 Yamaha Roadliner,gas,18211,blue,clean,other,,,,JYAVP21EX7A004015,6450,2007,corpuschristi,yamaha
271,2007 Yamaha Royal Star,gas,30582,black,rebuilt,manual,good,,touring,,5950,2007,easttexas,yamaha
272,2007 harley davidson ultra classic,gas,10500,black,clean,manual,like new,1584,touring,,9500,2007,sanantonio,harley
273,2007 yamaha R1 motorcycle,gas,35000,,,manual,,,,,7500,2007,beaumont,yamaha
274,2008 *Suzuki* *Boulevard* *C50* *VL800*,other,31100,blue,clean,automatic,,,,JS1VS55A082105226,3991,2008,abilene,suzuki
275,2008 Demented Chopper,gas,600,,clean,manual,excellent,1540,chopper,,9500,2008,dallas,demented
276,2008 Goldwing 1800 / 2016 Motor Trike Razor,gas,51900,,,manual,,,,,19100,2008,dallas,goldwing
277,2008 HARLEY DAVIDSON ULTRA CLASSIC ELECTRA GLIDE FLHTCUE,gas,58461,black,clean,manual,good,1573,touring,1HD1FC4138Y643414,11400,2008,houston,harley
278,2008 HD ULTRA CLASSIC ELECTRAGLIDE FLHTCU,gas,58461,black,clean,manual,good,1573,touring,1HD1FC4138Y643414,11400,2008,dallas,hd
279,2008 Harley Davidson  ultra,gas,29000,red,clean,manual,excellent,1540,street,,9500,2008,houston,harley
280,2008 Harley Davidson Flhtcuse3 Ultra Classic – CVO – Screamin Eagle An,gas,23426,orange,clean,manual,like new,,touring,,15500,2008,austin,harley
281,2008 Harley Davidson Road King Police,gas,14562,black,clean,manual,excellent,,touring,,13500,2008,dallas,harley
282,2008 Harley Davidson Rocker C FXCWC,gas,30719,blue,clean,manual,excellent,,touring,,10000,2008,dallas,harley
283,2008 Harley Davidson XL1200C Sportster,gas,14000,white,clean,manual,excellent,1200,cruiser,,6500,2008,houston,harley
284,"2008 Harley Davidson, Dyna-Super Glide Custom",gas,17934,yellow,clean,manual,excellent,103,cruiser,,8000,2008,easttexas,harley
285,2008 Harley Electraglide CVO Screamin Eagle Ultra Classic,gas,58000,white,clean,manual,excellent,Unknown,touring,,12500,2008,easttexas,harley
286,2008 Harley Heritage Softail,gas,29000,red,clean,manual,excellent,1540,street,,8000,2008,beaumont,harley
287,2008 Harley Ulta Classic,gas,65000,black,clean,manual,excellent,,,,9500,2008,dallas,harley
288,2008 Harley-Davidson Softail Fat Boy FLSTF,gas,19470,,clean,manual,,,,1HD1BX5488Y050336,12614,2008,corpuschristi,harleydavidson
289,2008 Harley-Davidson Sportster 883 Low XL883L,gas,6745,,clean,manual,,,,1HD4CR2178K458751,9804,2008,corpuschristi,harleydavidson
290,2008 Honda CBR 1000RR *priced to Sell*,gas,6056,,clean,manual,excellent,,sport bike,JH2PC40J4GK200245,6500,2008,beaumont,honda
291,2008 Honda CBR1000RR CBR 1000 RR CBR-1000-RR  FOR ONLY,gas,16379,,clean,automatic,excellent,,standard,JH2SC59008M000382,7995,2008,dallas,honda
292,2008 Honda CBR600RR,gas,8000,,,manual,,,,,4500,2008,austin,honda
293,2008 Honda CBR600RR CBR 600 RR CBR-600-RR,gas,20907,,clean,manual,good,,sport bike,JH2PC40458M100574,7399,2008,dallas,honda
