,Product,fuel,odometer,paint_color,title_status,transmission,condition,engine_displaement,type,VIN,make,model,Price,year,City
246,2007 Honda CBR1000RR CBR 1000 RR CBR-1000-RR  FOR ONLY,gas,32934,,clean,automatic,excellent,,standard,JH2SC57127M300533,,,5495,2007,dallas
247,2007 Honda CRF150 F,gas,1000,red,clean,manual,excellent,,dirtbike,,,,1695,2007,corpuschristi
248,2007 Honda Motorcycle,gas,7442,,,automatic,like new,,other,,,,5000,2007,mcallen
249,2007 Honda Shadow 750,gas,5255,black,clean,manual,good,750,cruiser,,,,4000,2007,dallas
250,2007 Honda Shadow Aero For Sale or Trade,gas,2750,black,clean,manual,like new,750,,,,,4250,2007,houston
251,2007 Honda Touring GL18HPN GOLDWING TRIKE Audio Comfort Navi,gas,27433,black,clean,manual,like new,1800,trike,,,,10900,2007,houston
252,2007 Honda VTX,gas,28000,black,clean,manual,good,1300,cruiser,,,,4500,2007,easttexas
253,2007 Honda VTX 1300,gas,20000,black,clean,manual,excellent,,cruiser,,,,4500,2007,houston
254,2007 Honda crx250,gas,200,red,clean,manual,good,,dirtbike,,,,1800,2007,abilene
255,2007 KX250F,gas,10,,,manual,excellent,,,,,,2900,2007,austin
256,2007 Kawasaki Eliminator 125,gas,5400,silver,clean,manual,good,125,cruiser,,,,1100,2007,dallas
257,2007 Moto Guzzi Nevada Classic,gas,15127,red,clean,manual,excellent,750,cruiser,,,,4800,2007,sanantonio
258,2007 RM125,gas,odometer broken,,,manual,like new,,,,,,5000,2007,beaumont
259,2007 Suzuki Bandit 1250,gas,13170,red,clean,manual,fair,1250,sport touring,,,,2900,2007,dallas
260,2007 Suzuki DL1000 VSTROM,gas,11139,black,clean,manual,excellent,1000,dual-sport,,,,4500,2007,dallas
261,2007 Suzuki DRZ400S Supermoto,gas,5200,,missing,manual,,,,,,,4000,2007,austin
262,2007 Suzuki GSXR600 GSXR 600 GSXR-600 GSX R600 GSX-R600,gas,23765,,clean,manual,excellent,,sport bike,JS1GN7DA072101575,,,6799,2007,dallas
263,2007 Suzuki Hayabusa,gas,18000,,,manual,excellent,,,,,,7500,2007,dallas
264,2007 Vulcan Nomad 1600,gas,62000,black,clean,manual,good,1600,,,,,4000,2007,waco
265,2007 XL1200N Nightster,gas,15000,black,clean,manual,excellent,1200,bobber,,,,5000,2007,dallas
266,2007 Yamaha FZ1,gas,26000,,,manual,,,,,,,5486,2007,dallas
267,2007 Yamaha Majesty 400cc,diesel,15000,blue,clean,automatic,good,,,,,,2800,2007,sanantonio
268,2007 Yamaha Majesty 400cc touring,diesel,15000,blue,clean,automatic,good,,,,,,2800,2007,corpuschristi
269,2007 Yamaha R1,gas,3865,red,clean,manual,like new,1000,sport bike,,,,9500,2007,dallas
270,2007 Yamaha Roadliner,gas,18211,blue,clean,other,,,,JYAVP21EX7A004015,,,6450,2007,corpuschristi
271,2007 Yamaha Royal Star,gas,30582,black,rebuilt,manual,good,,touring,,,,5950,2007,easttexas
272,2007 harley davidson ultra classic,gas,10500,black,clean,manual,like new,1584,touring,,,,9500,2007,sanantonio
273,2007 yamaha R1 motorcycle,gas,35000,,,manual,,,,,,,7500,2007,beaumont
274,2008 *Suzuki* *Boulevard* *C50* *VL800*,other,31100,blue,clean,automatic,,,,JS1VS55A082105226,,,3991,2008,abilene
275,2008 Demented Chopper,gas,600,,clean,manual,excellent,1540,chopper,,,,9500,2008,dallas
276,2008 Goldwing 1800 / 2016 Motor Trike Razor,gas,51900,,,manual,,,,,,,19100,2008,dallas
277,2008 HARLEY DAVIDSON ULTRA CLASSIC ELECTRA GLIDE FLHTCUE,gas,58461,black,clean,manual,good,1573,touring,1HD1FC4138Y643414,,,11400,2008,houston
278,2008 HD ULTRA CLASSIC ELECTRAGLIDE FLHTCU,gas,58461,black,clean,manual,good,1573,touring,1HD1FC4138Y643414,,,11400,2008,dallas
279,2008 Harley Davidson  ultra,gas,29000,red,clean,manual,excellent,1540,street,,,,9500,2008,houston
280,2008 Harley Davidson Flhtcuse3 Ultra Classic – CVO – Screamin Eagle An,gas,23426,orange,clean,manual,like new,,touring,,,,15500,2008,austin
281,2008 Harley Davidson Road King Police,gas,14562,black,clean,manual,excellent,,touring,,,,13500,2008,dallas
282,2008 Harley Davidson Rocker C FXCWC,gas,30719,blue,clean,manual,excellent,,touring,,,,10000,2008,dallas
283,2008 Harley Davidson XL1200C Sportster,gas,14000,white,clean,manual,excellent,1200,cruiser,,,,6500,2008,houston
284,"2008 Harley Davidson, Dyna-Super Glide Custom",gas,17934,yellow,clean,manual,excellent,103,cruiser,,,,8000,2008,easttexas
285,2008 Harley Electraglide CVO Screamin Eagle Ultra Classic,gas,58000,white,clean,manual,excellent,Unknown,touring,,,,12500,2008,easttexas
286,2008 Harley Heritage Softail,gas,29000,red,clean,manual,excellent,1540,street,,,,8000,2008,beaumont
287,2008 Harley Ulta Classic,gas,65000,black,clean,manual,excellent,,,,,,9500,2008,dallas
288,2008 Harley-Davidson Softail Fat Boy FLSTF,gas,19470,,clean,manual,,,,1HD1BX5488Y050336,,,12614,2008,corpuschristi
289,2008 Harley-Davidson Sportster 883 Low XL883L,gas,6745,,clean,manual,,,,1HD4CR2178K458751,,,9804,2008,corpuschristi
290,2008 Honda CBR 1000RR *priced to Sell*,gas,6056,,clean,manual,excellent,,sport bike,JH2PC40J4GK200245,,,6500,2008,beaumont
291,2008 Honda CBR1000RR CBR 1000 RR CBR-1000-RR  FOR ONLY,gas,16379,,clean,automatic,excellent,,standard,JH2SC59008M000382,,,7995,2008,dallas
292,2008 Honda CBR600RR,gas,8000,,,manual,,,,,,,4500,2008,austin
293,2008 Honda CBR600RR CBR 600 RR CBR-600-RR,gas,20907,,clean,manual,good,,sport bike,JH2PC40458M100574,,,7399,2008,dallas
294,2008 Honda Gold Wing Roadsmith Trike,Unknown,23125,Unknown,clean,manual,,,,1HFSC47F28A713673,,,24999,2008,amarillo
295,2008 Honda XR650L,gas,2900,red,clean,manual,excellent,650,dual-sport,,,,4600,2008,sanantonio
296,2008 Honda® Gold Wing® - GL1800HPNM8,Unknown,23125,Unknown,clean,manual,,,,1HFSC47F28A713673,,,10996,2008,dallas
297,2008 Kawasaki Vulcan 900,gas,12000,silver,clean,manual,excellent,900,cruiser,,,,3150,2008,brownsville
298,2008 Kawasaki Vulcan 900 Classic LT,gas,8300,red,clean,manual,excellent,900,cruiser,JKAVN2D178A025919,,,4700,2008,dallas
299,2008 Lambretta Due 50 cc,gas,710,orange,clean,automatic,excellent,50,scooter,RFLDZ05138L000169,,,995,2008,houston
300,2008 Sreaming eagle FXDSE2,gas,38000,,,manual,,1800,,,,,10000,2008,dallas
301,2008 Suzuki GSX-R 1000,gas,5400,black,clean,manual,like new,,sport bike,,,,10200,2008,austin
302,"2008 Thunder Mountain Cycles Keystone 110""",gas,8950,green,clean,other,,,,1T9C1L3B48F717206,,,14950,2008,austin
303,2008 Triumph Speedmaster 900,gas,3000,,,manual,,,,,,,4000,2008,dallas
304,2008 Ultra Classic Anniversary Edition,gas,12990,custom,clean,manual,excellent,,touring,,,,12500,2008,houston
305,2008 Victory Motorcycles® Hammer,gas,18970,,clean,other,,100,,5VPHB26D583007511,,,7450,2008,dallas
306,2008 Yamaha Raider 1900,gas,15000,,,manual,,1850,chopper,,,,6500,2008,corpuschristi
307,2008 Yamaha Road Star,gas,52465,blue,clean,manual,excellent,,,,,,5499,2008,dallas
308,2008 fxdc,gas,42000,,,manual,,,,,,,7000,2008,houston
309,2008 honda goldwing,gas,56000,red,clean,manual,like new,1800,cruiser,,,,7995,2008,beaumont
310,2008 used Harley Davidson Street Glide,gas,11066,red,clean,manual,excellent,1800,,,,,10000,2008,sanantonio
311,2009 BMW R 1200 GSA,gas,67530,red,clean,manual,excellent,1200,dual-sport,,,,8300,2009,beaumont
312,2009 Fatboy FLSTF,gas,14710,,,manual,like new,96,cruiser,,,,12995,2009,austin
313,2009 GSXR 600,gas,21931,,clean,manual,excellent,,sport bike,JS1GN7FAXE2100217,,,4650,2009,houston
314,2009 HARLEY DAVIDSON FLHX STREET GLIDE,gas,36877,,clean,other,,96,,1HD1KB4139Y658096,,,12999,2009,dallas
315,2009 HARLEY DAVIDSON ROAD KING CLASSIC,gas,56845,custom,clean,automatic,,,,1HD1FR4129Y622770,,,11999,2009,houston
316,2009 HD FLHTCU,gas,83679,black,clean,manual,good,,cruiser,1HD1FC4119Y640934,,,7900,2009,amarillo
317,2009 Harley Davidson,gas,16500,blue,clean,manual,excellent,,touring,,,,9000,2009,houston
318,2009 Harley Davidson FLSTC 96 CI,gas,81419,,rebuilt,manual,,,,,,,6000,2009,dallas
319,2009 Harley Davidson Sportster XL1200 Nightster,gas,5397,black,clean,manual,excellent,1200,street,,,,7195,2009,waco
320,2009 Harley Davidson Street Glide,gas,18934,black,clean,manual,excellent,,cruiser,,,,11500,2009,corpuschristi
321,"2009 Harley Davidson Ultra Classic, Low Miles, Tons of Custom Mods",gas,21000,black,clean,manual,excellent,,cruiser,,,,11500,2009,beaumont
322,2009 Harley Davidson Ultra Glide,gas,31102,black,clean,other,,96,,1HD1FC4139Y623326,,,8200,2009,dallas
323,2009 Harley Davidson nightster 1200 good condition,gas,11000,,,manual,,1200,,,,,6800,2009,houston
324,2009 Harley FLHT,gas,18898,black,clean,manual,excellent,96,,,,,8750,2009,waco
325,2009 Harley Nighster 1200xl,gas,10000,orange,clean,manual,excellent,1200,street,,,,7000,2009,amarillo
326,2009 Harley Softail Heritage,gas,10000,,clean,manual,like new,,,,,,100000,2009,houston
327,2009 Harley Sportster Custom 883,gas,22000,,,manual,,,,,,,7000,2009,dallas
328,2009 Harley Ultra Classic FLHTCU,gas,53000,,clean,manual,good,1584,touring,,,,10500,2009,houston
329,2009 Harley softail Rocker,gas,24674,custom,clean,manual,excellent,96,sport touring,1HD1JJ5159Y024428,,,8250,2009,corpuschristi
330,2009 Harley softail rocker,gas,24764,custom,clean,manual,good,96,sport touring,1HD1JJ5159Y024428,,,8250,2009,dallas
331,2009 Harley-Davidson Dyna Street Bob,gas,18586,,clean,manual,excellent,,sport bike,1HD1GX4179K306334,,,8999,2009,beaumont
332,2009 Harley-Davidson Heritage Softail Classic FLSTC,gas,28289,red,clean,manual,,,,1HD1BW5109Y040692,,,11599,2009,sanantonio
333,2009 Harley-Davidson Ultra Classic Electra Glide FLHTCU,gas,50678,black,clean,manual,,,,1HD1FC4199Y638977,,,12374,2009,corpuschristi
334,2009 Honda CBR600rr CBR 600rr,gas,11000,green,clean,manual,excellent,600,sport bike,,,,7000,2009,dallas
335,2009 Honda CRF150RB,gas,Unknown,,,manual,good,150,dirtbike,,,,2800,2009,dallas
336,2009 Honda Rebel 250,gas,13000,black,clean,manual,good,250,,,,,2500,2009,austin
337,2009 Honda VTX 1300 T V Twin 1312 cc,Unknown,28900,grey,clean,manual,,,,1HFSC52T19A601113,,,4999,2009,dallas
338,2009 Kawasaki Concours 14,gas,32942,red,clean,automatic,excellent,1352,sport touring,,,,4500,2009,houston
339,2009 Kawasaki KX85,gas,100,,,manual,good,85,dirtbike,,,,1800,2009,dallas
340,2009 Kawasaki Versys 650,gas,21739,green,clean,manual,good,650,dual-sport,JKALEEA109A038039,,,4000,2009,austin
341,2009 Kawasaki Vulcan® 900 Classic,gas,39282,red,clean,other,,,,JKAVN2B1X9A051810,,,4299,2009,dallas
342,2009 Moto Guzzi V7 Classic,gas,15203,white,clean,manual,like new,750,cruiser,,,,6100,2009,austin
343,2009 Screaming Eagle Fat Bob,gas,7841,custom,clean,manual,excellent,1802,cruiser,1HD1PX8179K975XXX,,,10899,2009,beaumont
344,2009 Sportster,gas,6000,black,clean,manual,excellent,1200,chopper,,,,8500,2009,houston
345,2009 Suzuki Blvd C50T,gas,17912,black,clean,manual,excellent,805,cruiser,,,,5100,2009,houston
346,2009 Suzuki GS500F,gas,4800,black,clean,manual,good,500,standard,,,,3700,2009,beaumont
347,2009 Suzuki GSXR1000 GSXR 1000 GSXR-1000 GSX R1000 GSX-R1000,gas,12996,,clean,manual,excellent,,sport bike,JS1GT78A092102759,,,9299,2009,corpuschristi
348,2009 Yamaha 250 V-Star,gas,20746,purple,clean,manual,like new,250,cruiser,,,,4000,2009,dallas
349,2009 Yamaha V-Star 1300,gas,24000,,clean,manual,excellent,,cruiser,,,,4000,2009,houston
350,2009 Yamaha VStar 1300,gas,14345,black,clean,other,excellent,1300,cruiser,,,,4100,2009,dallas
351,2009 Yamaha YZF R6 Horizontal In-line 599 cc,Unknown,25645,blue,clean,manual,,,,JYARJ16E09A012374,,,6499,2009,dallas
352,2009 ninja track bike,gas,10000,,,manual,,,,,,,2800,2009,dallas
353,2010 1300 Stateline Honda VT,gas,19800,custom,clean,manual,excellent,1300,sport touring,,,,5000,2010,austin
354,2010 Harley Davidson Electra Glide Ultra Limited,gas,37356,red,clean,manual,excellent,1800,touring,,,,12300,2010,houston
355,2010 Harley Davidson Wide Glide with stage 2 big bore kit,gas,17751,black,clean,manual,excellent,1690,cruiser,,,,10500,2010,sanantonio
356,2010 Harley Road King,gas,6300,black,clean,manual,excellent,1584,cruiser,,,,12000,2010,corpuschristi
357,2010 Harley-Davidson Electra Glide FLHTK Electra Glide Ultra Limited,gas,32900,red,clean,manual,excellent,103,touring,1HD1KEM12AB640990,,,10900,2010,easttexas
358,2010 Harley-Davidson SOFTAIL HERITAGE SOF,Unknown,6390,black,clean,other,,,,1HD1BW514AB043005,,,9890,2010,austin
359,2010 Harley-Davidson Softail Custom FXSTC,gas,4267,,clean,manual,,,,1HD1JL512AB024034,,,14119,2010,corpuschristi
360,2010 Harley-Davidson Ultra Classic Electra Glide FLHTCU,gas,60025,red,clean,manual,,,,1HD1FC410AB640561,,,14999,2010,corpuschristi
361,2010 Honda Goldwing,gas,23000,custom,clean,manual,excellent,1800,touring,,,,13000,2010,austin
362,2010 Honda Interstate,gas,19024,black,,manual,,,,,,,6280,2010,austin
363,2010 Honda® Gold Wing Audio Comfort,gas,70827,,,manual,excellent,,,,,,9299,2010,amarillo
364,2010 Kawasaki Vulcan 900 Classic,gas,17654,,clean,manual,excellent,900,cruiser,,,,3995,2010,sanantonio
365,2010 Kawasaki ZR1000DAF,gas,7302,black,clean,other,,,,JKAZRCD17AA001945,,,6980,2010,austin
366,2010 Triumph Tiger 1050 ABS,gas,24421,,clean,other,,,,SMT701PD5AT409495,,,6996,2010,dallas
367,2010 Triumph Tiger 1050 SE ABS,gas,55074,black,clean,manual,good,1050,touring,,,,4500,2010,beaumont
368,2010 Yamaha R1 R 1 R-1  FOR ONLY,gas,11319,,clean,manual,excellent,,sport bike,JYARN23E9EA018151,,,9295,2010,dallas
369,2010 Yamaha V star 950,gas,24000,black,clean,manual,like new,,touring,,,,4900,2010,houston
370,2010 can am spyder,gas,blue,street legal,clean,automatic,excellent,,trike,,,,13500,2010,dallas
371,2011 *Harley-Davidson* *CVO* *Street* *Glide* *FLHXSE2*,other,20009,orange,clean,manual,,,,1HD1PZ810BB951077,,,18472,2011,abilene
372,2011 *Harley-Davidson* *FLSTC* *Heritage* *Softail*,other,16858,silver,clean,manual,,,,1HD1BW510BB022704,,,10874,2011,abilene
373,2011 *Harley-Davidson* *Fat* *Boy* *Lo* *FLSTFB*,other,10158,,clean,,,,,1HD1JN514BB024842,,,13500,2011,abilene
374,2011 *Harley-Davidson* *Forty-Eight* *XL1200X*,other,8157,black,clean,manual,,,,1HD1LC31XBC409317,,,6900,2011,abilene
375,2011 110 screaming eagle,gas,11000,black,clean,manual,like new,110,cruiser,,,,18000,2011,amarillo
376,2011 FATBOY LO,gas,7811,,,manual,,,,,,,11000,2011,houston
377,2011 HARLEY DAVIDSON STREET GLIDE,gas,20000,custom,clean,manual,like new,1800,touring,,,,13500,2011,dallas
378,2011 HARLEY DAVIDSON STREET GLIDE FLHX103,gas,45109,black,clean,manual,good,1584,touring,1HD1KBM12BB655747,,,13500,2011,houston
379,2011 HD STREET GLIDE 103,gas,45109,black,clean,manual,good,1584,touring,1HD1KBM12BB655747,,,13500,2011,dallas
380,2011 HD Ultra Classic,gas,54123,black,clean,manual,excellent,,cruiser,,,,10000,2011,houston
381,2011 HD Ultra Limited,gas,29500,black,clean,manual,like new,103,cruiser,,,,12500,2011,dallas
382,2011 HD XL883L,gas,60878,blue,clean,manual,good,883,cruiser,,,,4900,2011,amarillo
383,2011 Harley Bagger and all aluminum trailer,gas,10500,black,clean,manual,excellent,103,cruiser,,,,35000,2011,corpuschristi
384,2011 Harley Davidson Road Glide Ultra,gas,33000,,clean,manual,excellent,,,,,,14500,2011,dallas
385,2011 Harley Davidson Road King,gas,10209,,clean,manual,excellent,97,touring,,,,12000,2011,houston
386,2011 Harley Davidson Road King Classic FLHRC,other,49821,red,clean,other,,,,,,,10999,2011,dallas
387,2011 Harley Davidson Softail Deluxe,gas,7800,black,clean,manual,excellent,96,cruiser,,,,12995,2011,austin
388,2011 Harley Davidson Sportster,gas,6068,black,clean,manual,excellent,1200,sport touring,1HD1LC312BC401678,,,7500,2011,amarillo
389,2011 Harley Davidson Ultra Classic,gas,23393,black,clean,manual,like new,,cruiser,,,,13000,2011,dallas
390,2011 Harley Davidson streetglide,gas,33000,orange,clean,manual,excellent,,sport touring,,,,13500,2011,amarillo
391,2011 Harley FLHTCU,gas,13870,,clean,manual,like new,,touring,,,,15000,2011,amarillo
392,2011 Harley Street Glide Special,gas,26661,black,clean,manual,excellent,1687,cruiser,,,,12900,2011,dallas
393,2011 Harley-Davidson Electra Glide Ultra Limited FLHTK,gas,25457,,clean,manual,,,,1HD1KEM13BB629370,,,16199,2011,corpuschristi
394,2011 Harley-Davidson Softail Blackline FXS,gas,17533,,clean,manual,,,,1HD1JP522BB041899,,,12999,2011,corpuschristi
395,2011 Heritage Softail,gas,31500,black,clean,manual,like new,,touring,,,,9500,2011,dallas
396,2011 Honda 250,gas,Unknown,,clean,manual,excellent,250,dirtbike,,,,3700,2011,dallas
397,2011 Honda CBR 250R Honda CBR 250R,Unknown,6673,red,clean,manual,,,,MLHMC4114B5000707,,,3499,2011,amarillo
398,2011 KAWASAKI NINJA ZX-6R,gas,20610,,clean,manual,excellent,,sport bike,JKAZX4R10CA037435,,,6890,2011,dallas
399,2011 Kawasaki NINJA ZX1000,gas,32660,black,clean,other,,,,JKAZXCG13BA000116,,,5980,2011,austin
400,2011 Kawasaki Ninja  250R 250 R 250-R for $80/mo a month!,gas,16429,,clean,manual,excellent,,sport bike,JKAEXMJ10BDA79226,,,3895,2011,dallas
401,2011 Kawasaki Ninja ZX14 ZX 14 ZX-14 Ninja ZX 14 Ninja ZX-14,gas,14866,,clean,manual,excellent,,sport bike,JKBZXNC14BA026592,,,8999,2011,beaumont
402,2011 Kawasaki Vulcan Voyager v-twin 1700! only 3478 miles,gas,3478,blue,clean,manual,excellent,1700,touring,,,,8500,2011,corpuschristi
403,2011 Kawasaki Vulcan® 1700 Vaquero Trike,gas,27645,,clean,other,,,,JKBVNRJ10BA001932,,,14990,2011,dallas
404,2011 SUZUKI GSX-R600,gas,28044,,clean,manual,excellent,,sport bike,JS1GN7FA5B2103134,,,7890,2011,dallas
405,2011 Suzuki Boulevard C50T,gas,6842,,clean,manual,excellent,Unknown,,JS1VS55A5B2101390,,,4999,2011,dallas
406,2011 Suzuki GSX 1250,gas,7000,,,manual,like new,,sport touring,,,,6900,2011,austin
407,2011 Suzuki GSXR 750,gas,20135,,,manual,excellent,,sport bike,JS1GR7MA7B2103546,,,7500,2011,dallas
408,2011 Suzuki GSXR1000 GSXR 1000 GSXR-1000  FOR ONLY,gas,17408,,clean,manual,excellent,,standard,JS1GT78A0B2102394,,,9295,2011,dallas
409,2011 Suzuki GSXR1000 GSXR 1000 GSXR-1000 GSX R1000 GSX-R1000,gas,9371,,clean,manual,excellent,,sport bike,JS1GT78A4B2101068,,,10449,2011,dallas
410,2011 Suzuki GSXR600 GSXR 600 GSXR-600 GSX R600 GSX-R600,gas,28044,,clean,manual,excellent,,sport bike,JS1GN7FA5B2103134,,,7699,2011,dallas
411,2011 Suzuki GSXR750 GSXR 750 GSXR-750 GSX R750 GSX-R750,gas,20139,,clean,manual,excellent,,sport bike,JS1GR7MA6B2101822,,,8299,2011,amarillo
412,2011 Triumph Speed Triple SE,gas,31000,,clean,manual,excellent,1050,sport bike,,,,4000,2011,dallas
413,2011 Triumph Tiger 800 XC,gas,14254,white,clean,other,,,,SMTE01BF2BJ477489,,,6950,2011,austin
414,2011 Victory Motorcycles® Vegas® Zach Ness,gas,12129,black,clean,other,,,,5VPGC36N6B3001554,,,8950,2011,sanantonio
415,2011 Yamaha FZ8,gas,12900,,,manual,new,,,,,,3000,2011,austin
416,2012 *Harley-Davidson* *FLHTCUTG* *Tri* *Glide* *Ultra*,other,4690,blue,clean,manual,,,,1HD1MAM16CB853740,,,24752,2012,abilene
417,2012 *Harley-Davidson* *FXDWG* *Wide* *Glide*,other,12096,black,clean,manual,,,,1HD1GPM1XCC332279,,,10984,2012,abilene
418,2012 BMW G650GS Enduro,gas,11500,white,clean,manual,good,650,dual-sport,,,,5500,2012,houston
419,2012 BMW K 1600 GTL,gas,13573,silver,clean,other,,,,WB1061208CZZ20893,,,11450,2012,dallas
420,2012 BMW S1000 S 1000 S-1000 RR,gas,42434,,,manual,excellent,,sport bike,WB1053406CZL16626,,,9499,2012,dallas
421,2012 BMW S1000RR,gas,9300,black,clean,manual,excellent,1000,sport bike,,,,13000,2012,beaumont
422,2012 CANAM SPYDER RS SM5,gas,15838,red,clean,manual,good,990,trike,,,,8295,2012,houston
423,2012 Can AM RSS Spyder,gas,45000,green,clean,automatic,excellent,,sport bike,,,,8500,2012,dallas
424,2012 Can-Am® Spyder RT SM5,gas,20062,,clean,other,,,,2BXJBWC11CV001018,,,13950,2012,sanantonio
425,2012 Ducati Streetfighter 848,gas,7394,black,clean,manual,excellent,850,sport bike,,,,6995,2012,sanantonio
426,2012 Ducati Superbike 848 EVO,gas,6439,red,clean,other,,,,ZDM1XBMV7CB019076,,,10750,2012,dallas
427,2012 Electra Glide Ultra Classic,other,71000,,,other,good,,,,,,6295,2012,houston
428,2012 FLHTP Electra Glide,gas,54000,black,clean,manual,good,1640,touring,,,,7000,2012,dallas
429,2012 Genuine Buddy 170i,gas,7730,green,clean,automatic,good,,scooter,,,,1800,2012,austin
430,2012 HARLEY CUSTOM ROAD GLIDE,gas,9253,,clean,manual,excellent,107,,,,,45000,2012,beaumont
431,2012 HARLEY DAVIDSON V-ROD,gas,10875,black,clean,manual,excellent,1250,cruiser,,,,11450,2012,dallas
432,2012 Harley Davidson 1200cc Sportster,gas,6522,,,manual,,,,,,,6900,2012,mcallen
433,2012 Harley Davidson Forty Eight,gas,18960,black,clean,manual,like new,1200,bobber,,,,9300,2012,corpuschristi
